"String Identifier","English (United States)","Chinese Simplified",French,German,"Portuguese (Brazil)",Spanish,"String Description"
lpsHelmetAtmo,"Take off helmet in breathable atmosphere to save oxygen",在可供呼吸的大气中可以摘下头盔以节约你宇航服中的氧气.,"Enlevez votre casque si l'atmosphère est respirable pour économiser l'oxygène.","Nimm den Helm in atembarer Atmosphäre ab, um Sauerstoff zu sparen",,"Quítese el casco en una atmósfera respirable para ahorrar oxígeno",
lpsTemperatePlanetAtmo,"Temperate planets often have a breathable atmosphere",宜居行星通常都会有可供呼吸的大气,"L'atmosphère des planètes tempérées est souvent respirable","Gemäßigte Planeten haben oft eine atembare Atmosphäre","Temperate planets often have a breathable atmosphere","Los planetas templados a menudo tienen una atmósfera respirable",
lpsHelmetForDiving,"For diving you need to wear your helmet","潜水时,你需要戴上你的头盔.","Vous devez porter votre casque pour respirer sous l'eau","Zum Tauchen musst du deinen Helm tragen","For diving you need to wear your helmet","Para el bucear necesitas usar el casco",
lpsExploreVessel,"Use your small vessel for fast exploration",使用你的小型飞船快速的探索星球,"Utilisez votre vaisseau léger pour explorer rapidement","Verwende dein kleines Raumschiff für schnelle Erkundungen","Use your small vessel for fast exploration","Utilice su pequeña nave para una exploración rápida",
lpsFancyHome,"Build yourself a fancy home",建造你自己梦想中的家园,"Construisez-vous une chouette maison","Bau dir ein schönes Zuhause","Build yourself a fancy home","Construye una casa de lujo",
lpsForestPlanet,"Forest planets are the home of dangerous spiders",植被茂盛的星球是食肉蜘蛛的乐园,"Les planètes couvertes de forêts hébergent de araignées dangereuses","Waldplaneten sind die Heimat gefährlicher Spinnen","Forest planets are the home of dangerous spiders","Los bosques de los planetas son el hogar de arañas peligrosas",
lpsAsteroidField,"It pays ou to capture a freighter and loot its cargo",当你穿过小行星带时请多加小心！,"Il est bien rentable de capturer et piller un transporteur de fret.","Es lohnt sich einen Frachter zu entern um an seine Ladung zu gelangen","Ele paga para você capturar uma fragata ou roubar sua carga","Se paga para capturar un carguero y saquear su carga",
lpsLootPOI,"Be sure to search for valuable loot in POIs",,"N'oubliez pas de piller les POIs de leurs richesses.","Vergiss nicht nach wertvoller Beute in POIs zu suchen",,"Asegúrese de buscar un valioso botín en los POIs",
lpsMotorbike,"Your motorbike is useful for fast exploration",,"La motocyclette est pratique pour explorer rapidement une planète.","Verwende dein Motorrad für schnelle Erkundungen",,"La moto es útil para la exploración rápida",
lpsPrepareForNight,"Be prepared for the night",,"Préparez-vous pour la nuit.","Bereit dich auf die Nacht vor",,"Preparate para pasar la noche",
lpsTurretDrill,"Use your turret drill for asteroid mining",,"Utilisez votre tourelle de forage pour miner les astéroïdes.","Verwenden dein Bohrgeschütz um Rohstoffe in Asteroiden zu finden",,"Utilice su taladro de torreta para la minería de asteroides",
lpsPassenger,"Use passenger seats to give your buddy a ride ",,"Utiliser le siège passager pour amener vos copains en balade.","Verwende Passagiersitze um deinen Kumpel mitzunehmen",,"Utilice asientos de pasajeros para darle a su amigo un paseo",
lpsDropship,"Use a dropship to deploy troops on a planet",,"Utilisez un vaisseau de transport pour déployer vos troupes sur les planètes.","Verwende einen Transporter um deine Leute auf Planeten abzusetzen",,"Usa una nave de desembarco para desplegar tropas en un planeta",
lpsWellEquipped,"Be well equipped in your base",,"Equipez entièrement votre base","Sei gut ausgerüstet in deiner Basis",,"Estar bien equipada la base",
lpsDrillModule,"Use your drill module for mining on a planet",,"Utilisez le module de forage pour miner les planètes.","Verwende das Drillmodul um Rohstoffen auf Planeten zu fördern ",,"Utilice su módulo de perforación para la minería en un planeta",
lpsSurvivalConstructor,"The oxygen generator is your life insurance",,"Le générateur d'oxygène est votre assurance-vie.","Der Sauerstoffgenerator ist deine Lebensversicherung",,"El generador de oxígeno es su seguro de vida",
lpsEscapePod,"Don't forget to take your belongings from the escape pod",,"N'oubliez pas de prendre vos affaires dans le module de survie avant de vous éloigner.","Vergiss nicht deine Ausrüstung aus der Rettungskapsel mitzunehmen",,"No se olvide de tomar sus pertenencias de la Cápsula de escape",
lpsComfortableHome,"Make yourself comfortable at home",,"Faites-vous plaisir à la maison.","Richte dich zu Hause gemütlich ein",,"Póngase cómodo en casa",
lpsResourceAsteroids,"Asteroids provide you with valuable resources",,"Les astéroïdes fournissent des précieuses ressources.","Asteroiden liefern wertvolle Rohstoffe",,"Los asteroides le proporcionan valiosos recursos",
lpsRaptors,"Raptors are fast and deadly predators",,"Les raptors sont des prédateurs rapides et mortels.","Raptoren sind schnelle und tödliche Raubtiere",,"Los VelociRaptors son depredadores rápidos y mortales",
lpsAlienWorld,"Alien worlds are full of hidden dangers",,"Les mondes extra-terrestres sont remplis de dangers cachés.","Alienwelten stecken voller Gefahren",,"Los mundos Aliens están llenos de peligros ocultos",
lpsDangerousCreatures,"Be prepared to engage some creepy creatures ",,"Soiez prêts à vous confronter à des créatures épouvantables.","Sei bereit dich mit gruseligen Kreaturen auseinander zu setzen",,"Esté preparado para enfrentar a algunas criaturas espeluznantes",
lpsHoverVessel,"Hover vessels can serve as heavy combat tanks",,"Les planeurs (Pl) peuvent servir de char d'assaut lourds.","Bodengleiter können als schwere Kampfpanzer dienen",,"Los deslizadores pueden servir como Tanques de combate pesados",
lpsOutside,"Before you venture outside, make sure that the coast is clear",,"Avant de vous jeter à l'aventure, vérifiez que la voie est libre.","Bevor du raus gehst, solltest du sicher gehen dass die Luft rein ist",,"Antes de aventurarse fuera, asegúrese de que la costa es clara",
lpsTroopTransport,"Alien troop transports can bring deadly reinforcement",,"Les transports de toupes alien amènent des dangereux renforts.","Alien Truppentransporter können tödlichen Nachschub liefern",,"Los transportes de tropas alienígenas pueden traer refuerzos letales",
Hint:,Hint:,提示:,"Astuce :",Tipp:,Dica:,Insinuación:,
Health:,Health:,生命:,"Santé :",Gesundheit:,Saúde:,Salud:,
Food:,Food:,食物:,"Nourriture :",Nahrung:,Comida:,Comida:,
Oxygen:,Oxygen:,氧气:,"Oxygène :",Sauerstoff:,Oxigênio:,Oxígeno:,
Stamina:,Stamina:,精力:,"Endurance :",Ausdauer:,Resistência:,Resistencia:,
Speed:,Speed:,速度:,"Vitesse :",Geschw.:,Velocidade:,Velocidad,
Jetpack:,Jetpack:,喷气背包:,"Jetpack :",Raketenrucksack:,Jatos:,Jetpack:,
Gravity:,Gravity:,重力:,"Gravité :",Schwerkraft:,Gravidade:,Gravedad:,
Helmet:,Helmet:,头盔:,"Casque :",Helm:,Capacete:,Casco:,
"New Game","NEW GAME",新游戏,"Nouvelle partie","NEUES SPIEL","NEW GAME","NUEVA PARTIDA",
"Resume Game","RESUME GAME",回到游戏,"Continuer une partie","SPIEL FORTSETZEN","RESUME GAME","CONTINUAR PARTIDA",
Multiplayer,MULTIPLAYER,多人游戏,Multi-joueur,MEHRSPIELER,MULTIPLAYER,MULTIJUGADOR,
Options,OPTIONS,选项,Options,OPTIONEN,OPTIONS,OPCIONES,
"Player Setup","PLAYER SETUP",角色设置,Réglages,"SPIELER EINRICHTEN","PLAYER SETUP",PERSONALIZAR,
Exit,EXIT,退出,Sortie,BEENDEN,EXIT,SALIR,
Tutorial,Tutorial,,Tutoriel,Anleitung,Tutorial,Tutorial,
Name,Name,,Nom,Name,Name,Nombre,
Location,Location,位置,Endroit,Ort,Location,Localización,
"Save Date","Save Date",保存日期,"Date sauvegarde",Speicherdatum,"Save Date","Fecha de Guardado",
Delete,Delete,删除,Supprimer,Löschen,Delete,Borrar,
Backup,Backup,备份,Sauvegarde,Sicherung,Backup,Resguardo,
Rename,Rename,重命名,Renommer,Umbenennen,Rename,Renombrar,
"Load Game","Load Game",载入游戏,Charger,"Spiel laden","Load Game","Cargar Partida",
Back,Back,后退,Retour,Zurück,Back,Volver,
"Game Name:","Game Name:",游戏名称:,"Nom du jeu :",Spielname:,Nome:,"Nombre de la Partida",
"Game Mode:","Game Mode:",游戏模组:,"Mode de jeu :",Spielmodus:,Modo:,"Modo de la Partida",
Seed:,Seed:,种子:,"Graine du jeu :",Zufalls-Startwert:,Semente:,Semilla:,
"Empty World:","Empty World:",空白的世界:,"Univers vide :","Leere Welt:","Empty World:","Mundo vacío:",
"Start Location:","Start Location:",起始位置:,"Endroit de départ :",Startpunkt:,"Start Location:","Localización Inicial:",
"Start Game","Start Game",开始游戏,"Commencer une partie","Spiel starten","Start Game","Iniciar Partida",
"IP Address:","IP Address:","IP 地址:","Adresse IP :",IP-Adresse:,"IP Address:","Dirección IP:",
Port:,Port:,端口;,"Port :",Port:,Porta:,Puerto:,
Connect,Connect,连接,Connecter,Verbinden,Connect,Conectar,
Audio,Audio,音频,Son,Ton,Audio,AUDIO,
Video,Video,视频,Vidéo,Bild,Video,VIDEO,
Controls,Controls,控制,Contrôles,Steuerung,Controls,CONTROLES,
Misc,Misc,音乐,Div.,Divers,Misc,VARIOS,
Resolution,Resolution,分辨率,Résolution,Auflösung,Resolution,Resolución,
Quality,Quality,质量,Qualité,Qualität,Quality,Calidad,
Fullscreen,Fullscreen,全屏,"Plein écran",Vollbild,Fullscreen,"Pantalla completa",
mnuAspectRatioHint,"(Only resolutions with native aspect ratio (marked with *) can be used for Fullscreen mode)","[只有后面标注的长款比的'如:1920x1080(16:9)' ,才能使用全屏模式 ]","(Uniquement les résolution natives, marquées par *, peuvent être utilisées en plein écran)","(Nur Auflösungen mit nativem Seitenverhältnis (markiert mit *) können für Vollbild verwendet werden)","(Only resolutions with native aspect ratio (marked with *) can be used for Fullscreen mode)","(Sólo las resoluciones con la relación de aspecto nativo (marcada con *) se pueden utilizar para el modo de pantalla completa)",
"Total Volume","Total Volume",总音量,"Volume général",Gesamtlautstärke,"Total Volume","Volumen General",
"Music Volume","Music Volume",音乐音量,"Volume musique",Musiklautstärke,"Music Volume","Volumen de la Musica",
"Mouse Sensitivity","Mouse Sensitivity",鼠标灵敏度,"Sensibilité souris",Mausempfindlichkeit,"Mouse Sensitivity","Sensibilidad del Ratón",
"Invert Mouse","Invert Mouse",反转鼠标,"Inverser la souris","Maus invertieren","Invert Mouse","Invertir Ratón",
"Input Setup","Input Setup",输入设置,"Réglages (input)","Eingaben konfigurieren","Input Setup","Configuración de Entrada",
Action,Action,动作,Action,Aktion,Action,Acción,
Primary,Primary,主要的,Primaire,Primär,Primary,Primaria,
Secondary,Secondary,次要的,Secondaire,Sekundär,Secondary,Secundaria,
"Reset to Defaults","Reset to Defaults",恢复默认,"Paramètres par défaut","Auf Standardwerte","Reset to Defaults","Reestablecer Valores",
"In-Game Hints:","In-Game Hints:",游戏提示:,"Astuces pendant le jeu :",Spielhinweise:,"In-Game Hints:","Pistas en el Juego:",
Language:,Language:,语言,"Langue :",Sprache:,Lingua:,Idioma:,
Yes,Yes,是,Oui,Ja,Yes,Si,
No,No,否,Non,Nein,No,No,
On,On,开,Activé,An,On,Activado,
Off,Off,关,Désactivé,Aus,Off,Desactivado,
Survival,Survival,生存,"Mode survie",Überleben,Survival,Supervivencia,
Creative,Creative,创造,"Mode créatif",Kreativ,Creative,Creativo,
"not supported","not supported",不支持,"not supporté","nicht unterstützt","not supported","No soportado",
mnuQualityBest,"Best Quality: Shadow of lights enabled. High-res textures. High-res reflection probe for water. Maximum rendering distance for decorations and highest grass density. Best quality for LODs.","最佳画质: 开启光影.高分纹理.高分水面反射.最大视距以及最高植被密度.最佳LODs质量.","Meilleure qualité. Ombres portés activées, textures et réflets sur l'eau haute résolution, distance maximale de rendu pour les décorations et densité de l'herbe maximale. Meilleure qualité du niveau de détails.","Beste Qualität: Lichter-Schatten aktiviert, Texturen mit hoher Auflösung, hohe Qualität der Wasser-Reflexionen. Maximal Renderdistanz der Dekorationen und Grassdichte. Beste LOD Qualität.",,"Mejor calidad: Sombra de luces habilitadas. Texturas de alta resolución. Sonda de reflexión de alta resolución para el agua. Distancia máxima de representación para decoraciones y densidad de hierba más alta. Mejor calidad para LODs.",
mnuQualityGood,"Good Quality: Shadow of lights disabled. High-res textures. High-res reflection probe for water. Medium rendering distance for decorations and medium grass density. Medium quality for LODs.","中等画质: 光影关闭.高分纹理.高分睡眠反射. 中等视距以及中等植被密度.中等LODs质量.","Bonne qualité. Ombres portées désactivées, textures et reflets sur l'eau haute résolution, distance de rendu moyenne pour les décorations et densité de l'herbe moyenne. Niveau de détails moyen","Gute Qualität: Lichter-Schatten deaktiviert, Texturen mit hoher Auflösung, hohe Qualität der Wasser-Reflexionen. Mittlere Renderdistanz der Dekorationen und Grassdichte. Mittlere LOD Qualität.",,"Buena Calidad: Sombra de luces desactivada. Texturas de alta resolución. Sonda de reflexión de alta resolución para el agua. Distancia de representación media para decoraciones y densidad media de hierba. Calidad media para LODs.",
